S00000002525,D_PIB,I,Q,9,P,C,C,,,23 Jan 2019,A,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,
S00000002525,DEUDA_SOBERANA_A4,F,Q,9,P,C,C,,,23 Jan 2019,A,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,,,,
S00000002525,DEUDA_SOBERANA_2,F,Q,9,P,C,C,,,23 Jan 2019,A,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,,,,
S00000002525,DEUDA_SOBERANA,I,Q,9,P,C,C,,,23 Jan 2019,A,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,
S00000002525,DEPO_YOY_4,F,Q,9,P,C,C,,,23 Jan 2019,A,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,,,,
S00000002525,DEPO_YOY,I,Q,9,P,C,C,,,23 Jan 2019,A,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,
S00000002525,DEPOSITS_QOQ,I,Q,9,P,C,C,,,23 Jan 2019,A,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,
S00000002525,CPI_YOY_A4,F,Q,9,P,C,C,,,23 Jan 2019,A,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,,,,
S00000002525,CPI_YOY_A3,F,Q,9,P,C,C,,,23 Jan 2019,A,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,,,,
S00000002525,CPI_YOY_3,F,Q,9,P,C,C,,,23 Jan 2019,A,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,,,,
S00000002525,CPI_YOY,I,Q,9,P,C,C,,,23 Jan 2019,A,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,
S00000002525,CPI_QOQ_1,F,Q,9,P,C,C,,,23 Jan 2019,A,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,,,,
S00000002525,CPI_QOQ,I,Q,9,P,C,C,,,23 Jan 2019,A,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,
S00000002525,BOND10Y_4,F,Q,9,P,C,C,,,23 Jan 2019,A,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,,,,
S00000002525,BOND10Y_3,F,Q,9,P,C,C,,,23 Jan 2019,A,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,,,,
S00000002525,BOND10Y,I,Q,9,P,C,C,,,23 Jan 2019,A,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,
