PARTITION_KEY,EI_INPUT_SET,DESCRIPTION,IMPORT_SOURCE,CHECK_ERROR_NUMBER,CHECK_DATETIME,CHECK_CONSTRAINTS,CHECK_MODE,CHECK_ERROR_STATUS,CHECK_ERROR_STATUS_G,CHECK_ERROR_STATUS_R,CHECK_ERROR_STATUS_M,CHECK_ERROR_STATUS_A,CHECK_ERROR_STATUS_B,CHECK_ERROR_STATUS_K,CHECK_ERROR_STATUS_S,CHECK_ERROR_STATUS_L,CHECK_ERROR_STATUS_O,CHECK_ERROR_STATUS_T,CHECK_ERROR_STATUS_W,CHECK_ERROR_STATUS_Y,CHECK_ERROR_STATUS_D,CHECK_ERROR_STATUS_V,CHECK_ERROR_STATUS_X,CHECK_ERROR_STATUS_Z,CHECK_ERROR_STATUS_F,CHECK_ERROR_STATUS_E,ECCA_SCENARIO_CODE,
S00000002525,SPAIN_1_BASE,,,,23 ene 2019,A,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
